Source,Destination,Packet_Count,Duration
2001:db8::127,ff02::1:ff00:1,2,1.827977
2001:db8::1,2001:db8::127,11,7.79701
2001:db8::128,ff02::1:ff00:1,2,1.828081
2001:db8::1,2001:db8::128,11,7.779132
2001:db8::129,ff02::1:ff00:1,2,1.828061
2001:db8::1,2001:db8::129,11,7.778758
2001:db8::130,ff02::1:ff00:1,2,1.880762
2001:db8::1,2001:db8::130,11,7.841809
2001:db8::133,ff02::1:ff00:1,2,1.880738
2001:db8::1,2001:db8::133,11,7.840843
2001:db8::131,ff02::1:ff00:1,2,1.880559
2001:db8::1,2001:db8::131,11,7.971862
2001:db8::132,ff02::1:ff00:1,2,1.880523
2001:db8::1,2001:db8::132,11,7.841709
2001:db8::134,ff02::1:ff00:1,2,1.880602
2001:db8::1,2001:db8::134,11,7.841832
2001:db8::135,ff02::1:ff00:1,2,1.880581
2001:db8::1,2001:db8::135,11,7.841732
2001:db8::137,ff02::1:ff00:1,2,1.880431
2001:db8::1,2001:db8::137,11,7.841646
2001:db8::136,ff02::1:ff00:1,2,1.880518
2001:db8::1,2001:db8::136,11,7.841169
2001:db8::138,ff02::1:ff00:1,2,1.880397
2001:db8::1,2001:db8::138,11,7.971577
2001:db8::139,ff02::1:ff00:1,2,1.880485
2001:db8::1,2001:db8::139,11,7.841009
2001:db8::140,ff02::1:ff00:1,2,1.753614
2001:db8::1,2001:db8::140,11,7.71496
2001:db8::142,ff02::1:ff00:1,2,1.753553
2001:db8::1,2001:db8::142,11,7.714858
2001:db8::143,ff02::1:ff00:1,2,1.753514
2001:db8::1,2001:db8::143,11,7.714941
2001:db8::141,ff02::1:ff00:1,2,1.753622
2001:db8::1,2001:db8::141,11,7.71385
2001:db8::144,ff02::1:ff00:1,2,1.753589
2001:db8::1,2001:db8::144,11,7.714669
2001:db8::146,ff02::1:ff00:1,2,1.753561
2001:db8::1,2001:db8::146,11,7.714685
2001:db8::145,ff02::1:ff00:1,2,1.753358
2001:db8::1,2001:db8::145,11,7.714695
2001:db8::147,ff02::1:ff00:1,2,1.753331
2001:db8::1,2001:db8::147,11,7.714809
2001:db8::148,ff02::1:ff00:1,2,1.753392
2001:db8::1,2001:db8::148,11,7.714756
2001:db8::8,2001:db8::1,13,8.487656
2001:db8::11,2001:db8::1,13,8.416917
2001:db8::12,2001:db8::1,13,8.459978
2001:db8::10,2001:db8::1,13,8.486861
2001:db8::13,2001:db8::1,13,8.484876
2001:db8::14,2001:db8::1,13,8.482819
2001:db8::15,2001:db8::1,10,8.416891
2001:db8::16,2001:db8::1,10,8.416965
2001:db8::18,2001:db8::1,10,8.416681
2001:db8::17,2001:db8::1,10,8.486143
2001:db8::150,ff02::1:ff00:1,2,1.753232
2001:db8::1,2001:db8::150,11,7.713678
2001:db8::149,ff02::1:ff00:1,2,1.753018
2001:db8::1,2001:db8::149,11,7.714433
2001:db8::151,ff02::1:ff00:1,2,1.752992
2001:db8::1,2001:db8::151,11,7.863062
2001:db8::152,ff02::1:ff00:1,2,1.752954
2001:db8::1,2001:db8::152,11,7.844293
2001:db8::153,ff02::1:ff00:1,2,1.753154
2001:db8::1,2001:db8::153,11,7.713479
2001:db8::154,ff02::1:ff00:1,2,1.753031
2001:db8::1,2001:db8::154,11,7.713503
2001:db8::155,ff02::1:ff00:1,2,1.753113
2001:db8::1,2001:db8::155,11,7.713654
2001:db8::158,ff02::1:ff00:1,2,1.853409
2001:db8::1,2001:db8::158,11,7.852575
2001:db8::156,ff02::1:ff00:1,2,1.853479
2001:db8::1,2001:db8::156,11,7.765829
2001:db8::157,ff02::1:ff00:1,2,1.853263
2001:db8::1,2001:db8::157,11,7.959737
2001:db8::159,ff02::1:ff00:1,2,1.848987
2001:db8::1,2001:db8::159,12,9.033329
2001:db8::160,ff02::1:ff00:1,2,1.853168
2001:db8::1,2001:db8::160,11,7.765367
2001:db8::161,ff02::1:ff00:1,2,1.853141
2001:db8::1,2001:db8::161,11,7.8327
2001:db8::162,ff02::1:ff00:1,2,1.852942
2001:db8::1,2001:db8::162,11,7.85211
2001:db8::163,ff02::1:ff00:1,2,1.853095
2001:db8::1,2001:db8::163,11,7.765537
2001:db8::164,ff02::1:ff00:1,2,1.845536
2001:db8::1,2001:db8::164,11,7.832514
2001:db8::165,ff02::1:ff00:1,2,1.845514
2001:db8::1,2001:db8::165,11,7.832699
2001:db8::166,ff02::1:ff00:1,2,1.85272
2001:db8::1,2001:db8::166,11,7.832825
2001:db8::167,ff02::1:ff00:1,2,1.845479
2001:db8::1,2001:db8::167,11,7.833264
2001:db8::169,ff02::1:ff00:1,2,1.845418
2001:db8::1,2001:db8::169,11,7.833158
2001:db8::170,ff02::1:ff00:1,2,1.845395
2001:db8::1,2001:db8::170,11,7.832368
2001:db8::168,ff02::1:ff00:1,2,1.68848
2001:db8::1,2001:db8::168,11,7.669155
2001:db8::171,ff02::1:ff00:1,2,1.688224
2001:db8::1,2001:db8::171,11,7.668173
2001:db8::172,ff02::1:ff00:1,2,1.688564
2001:db8::1,2001:db8::172,11,7.600887
2001:db8::173,ff02::1:ff00:1,2,1.680965
2001:db8::1,2001:db8::173,11,7.6875
2001:db8::175,ff02::1:ff00:1,2,1.680943
2001:db8::1,2001:db8::175,11,7.667872
2001:db8::174,ff02::1:ff00:1,2,1.659113
2001:db8::1,2001:db8::174,11,7.571503
2001:db8::176,ff02::1:ff00:1,2,1.659009
2001:db8::1,2001:db8::176,11,7.5714
2001:db8::177,ff02::1:ff00:1,2,1.658955
2001:db8::1,2001:db8::177,11,7.571511
2001:db8::178,ff02::1:ff00:1,2,1.658587
2001:db8::1,2001:db8::178,11,7.639184
2001:db8::179,ff02::1:ff00:1,2,1.658878
2001:db8::1,2001:db8::179,11,7.57136
2001:db8::182,ff02::1:ff00:1,2,1.658643
2001:db8::1,2001:db8::182,11,7.638399
2001:db8::181,ff02::1:ff00:1,2,1.654581
2001:db8::1,2001:db8::181,11,7.638375
2001:db8::180,ff02::1:ff00:1,2,1.657871
2001:db8::1,2001:db8::180,11,7.639042
2001:db8::183,ff02::1:ff00:1,2,1.65453
2001:db8::1,2001:db8::183,11,7.65751
2001:db8::184,ff02::1:ff00:1,2,1.650983
2001:db8::1,2001:db8::184,11,7.65765
2001:db8::185,ff02::1:ff00:1,2,1.748092
2001:db8::1,2001:db8::185,11,7.76505
2001:db8::186,ff02::1:ff00:1,2,1.747995
2001:db8::1,2001:db8::186,11,7.765143
2001:db8::187,ff02::1:ff00:1,2,1.747779
2001:db8::1,2001:db8::187,11,7.700609
2001:db8::188,ff02::1:ff00:1,2,1.667058
2001:db8::1,2001:db8::188,11,7.700424
2001:db8::189,ff02::1:ff00:1,2,1.747932
2001:db8::1,2001:db8::189,11,7.780531
2001:db8::191,ff02::1:ff00:1,2,1.591932
2001:db8::1,2001:db8::191,11,7.625701
2001:db8::190,ff02::1:ff00:1,2,1.672706
2001:db8::1,2001:db8::190,11,7.689661
2001:db8::193,ff02::1:ff00:1,2,1.591788
2001:db8::1,2001:db8::193,11,7.625736
2001:db8::192,ff02::1:ff00:1,2,1.672657
2001:db8::1,2001:db8::192,12,9.805905
2001:db8::194,ff02::1:ff00:1,2,1.591696
2001:db8::1,2001:db8::194,11,7.625305
2001:db8::196,ff02::1:ff00:1,2,1.591665
2001:db8::1,2001:db8::196,11,7.582263
2001:db8::195,ff02::1:ff00:1,2,1.672548
2001:db8::1,2001:db8::195,12,8.763498
2001:db8::199,ff02::1:ff00:1,2,1.591622
2001:db8::1,2001:db8::199,11,7.562794
2001:db8::197,ff02::1:ff00:1,2,1.672469
2001:db8::1,2001:db8::197,11,7.689197
2001:db8::198,ff02::1:ff00:1,2,1.672441
2001:db8::1,2001:db8::198,11,7.625348
2001:db8::200,ff02::1:ff00:1,2,1.591514
2001:db8::1,2001:db8::200,11,7.562555
2001:db8::201,ff02::1:ff00:1,2,1.672391
2001:db8::1,2001:db8::201,11,7.688926
2001:db8::202,ff02::1:ff00:1,2,1.591467
2001:db8::1,2001:db8::202,14,7.563308
2001:db8::204,ff02::1:ff00:1,2,1.591433
2001:db8::1,2001:db8::204,14,7.562465
2001:db8::203,ff02::1:ff00:1,2,1.672328
2001:db8::1,2001:db8::203,15,8.7586
2001:db8::205,ff02::1:ff00:1,2,1.672441
2001:db8::1,2001:db8::205,14,7.689204
2001:db8::206,ff02::1:ff00:1,2,1.67227
2001:db8::1,2001:db8::206,15,8.758352
2001:db8::208,ff02::1:ff00:1,2,1.67238
2001:db8::1,2001:db8::208,14,7.688703
2001:db8::207,ff02::1:ff00:1,2,1.672202
2001:db8::1,2001:db8::207,15,8.763118
2001:db8::209,ff02::1:ff00:1,2,1.67231
2001:db8::1,2001:db8::209,14,7.688637
2001:db8::211,ff02::1:ff00:1,2,1.672184
2001:db8::1,2001:db8::211,14,7.624508
2001:db8::210,ff02::1:ff00:1,2,1.672128
2001:db8::1,2001:db8::210,15,8.762698
2001:db8::212,ff02::1:ff00:1,2,1.671967
2001:db8::1,2001:db8::212,14,7.624464
2001:db8::213,ff02::1:ff00:1,2,1.672045
2001:db8::1,2001:db8::213,14,7.624691
2001:db8::214,ff02::1:ff00:1,2,1.671757
2001:db8::1,2001:db8::214,14,7.624872
2001:db8::215,ff02::1:ff00:1,2,1.726676
2001:db8::1,2001:db8::215,14,7.624129
2001:db8::216,ff02::1:ff00:1,2,1.726639
2001:db8::1,2001:db8::216,14,7.624928
2001:db8::217,ff02::1:ff00:1,2,1.746414
2001:db8::1,2001:db8::217,15,8.812707
2001:db8::219,ff02::1:ff00:1,2,1.726462
2001:db8::1,2001:db8::219,14,7.62411
2001:db8::218,ff02::1:ff00:1,2,1.746267
2001:db8::1,2001:db8::218,14,7.688165
2001:db8::220,ff02::1:ff00:1,2,1.746235
2001:db8::1,2001:db8::220,14,7.688751
2001:db8::221,ff02::1:ff00:1,2,1.726388
2001:db8::1,2001:db8::221,15,8.75775
2001:db8::19,2001:db8::1,10,8.201088
2001:db8::223,ff02::1:ff00:1,2,1.724224
2001:db8::1,2001:db8::223,11,7.621785
2001:db8::224,ff02::1:ff00:1,2,1.600985
2001:db8::1,2001:db8::224,12,8.686665
2001:db8::20,2001:db8::1,11,8.067601
2001:db8::21,2001:db8::1,10,8.076971
2001:db8::22,2001:db8::1,11,8.150879
2001:db8::23,2001:db8::1,10,8.076584
2001:db8::24,2001:db8::1,10,8.076419
2001:db8::25,2001:db8::1,10,8.077229
2001:db8::227,ff02::1:ff00:1,2,1.582187
2001:db8::1,2001:db8::227,12,8.633783
2001:db8::222,ff02::1:ff00:1,2,1.601528
2001:db8::1,2001:db8::222,12,8.572594
2001:db8::225,ff02::1:ff00:1,2,1.601667
2001:db8::1,2001:db8::225,12,8.635232
2001:db8::226,ff02::1:ff00:1,2,1.601484
2001:db8::1,2001:db8::226,12,8.570992
2001:db8::229,ff02::1:ff00:1,2,1.581647
2001:db8::1,2001:db8::229,12,8.508223
2001:db8::228,ff02::1:ff00:1,2,1.581626
2001:db8::1,2001:db8::228,12,8.507798
2001:db8::230,ff02::1:ff00:1,2,1.581602
2001:db8::1,2001:db8::230,12,8.507757
2001:db8::231,ff02::1:ff00:1,2,1.601408
2001:db8::1,2001:db8::231,12,8.572989
fe80::6cca:8cff:fe40:bed9,ff02::2,2,29.585532
fe80::c458:47ff:fe34:4d5,ff02::2,2,29.585519
fe80::a877:95ff:fe64:5d9e,ff02::2,2,29.585506
fe80::a4d6:17ff:fe8a:b9c1,ff02::2,2,29.060837
fe80::746c:68ff:fe93:630f,ff02::2,2,30.10011
fe80::c47d:90ff:fe44:2cdc,ff02::2,2,34.719964
fe80::9c5a:58ff:fef1:270c,ff02::2,2,34.719952
fe80::80e5:a8ff:fea9:5bfb,ff02::2,2,38.899532
fe80::fc5e:41ff:fe8b:8e68,ff02::2,2,30.100103
fe80::f8ba:6fff:fe64:5f67,ff02::2,2,27.006683
fe80::a82a:6eff:fe25:f83b,ff02::2,2,31.631078
fe80::8ce6:2ff:fe80:95c4,ff02::2,2,34.834401
fe80::a01b:fdff:feab:a4a5,ff02::2,2,27.017418
fe80::fc60:b2ff:fe7c:41a6,ff02::2,2,29.585243
fe80::f01a:bff:fe1b:74c4,ff02::2,2,34.753583
fe80::c8c7:c9ff:fede:2865,ff02::2,2,34.753558
fe80::74e8:7cff:fe4a:bab3,ff02::2,2,34.753545
fe80::e413:beff:fe08:11a5,ff02::2,2,34.753532
2001:db8::232,ff02::1:ff00:1,2,1.500915
2001:db8::1,2001:db8::232,12,8.536682
2001:db8::234,ff02::1:ff00:1,2,1.500683
2001:db8::1,2001:db8::234,12,8.426992
2001:db8::235,ff02::1:ff00:1,2,1.503952
2001:db8::1,2001:db8::235,11,7.463286
2001:db8::233,ff02::1:ff00:1,2,1.503906
2001:db8::1,2001:db8::233,12,8.425795
2001:db8::236,ff02::1:ff00:1,2,1.520737
2001:db8::1,2001:db8::236,12,8.531993
2001:db8::237,ff02::1:ff00:1,2,1.500454
2001:db8::1,2001:db8::237,12,8.426782
2001:db8::238,ff02::1:ff00:1,2,1.520659
2001:db8::1,2001:db8::238,12,8.530997
2001:db8::243,ff02::1:ff00:1,2,1.503745
2001:db8::1,2001:db8::243,12,8.531769
2001:db8::239,ff02::1:ff00:1,2,1.520582
2001:db8::1,2001:db8::239,11,7.462884
2001:db8::240,ff02::1:ff00:1,2,1.520539
2001:db8::1,2001:db8::240,11,7.478027
2001:db8::241,ff02::1:ff00:1,2,1.520446
2001:db8::1,2001:db8::241,12,8.587105
2001:db8::242,ff02::1:ff00:1,2,1.534568
2001:db8::1,2001:db8::242,12,8.586098
2001:db8::244,ff02::1:ff00:1,2,1.531037
2001:db8::1,2001:db8::244,11,7.591684
2001:db8::245,ff02::1:ff00:1,2,1.530993
2001:db8::1,2001:db8::245,12,8.585836
2001:db8::246,ff02::1:ff00:1,2,1.530931
2001:db8::1,2001:db8::246,11,7.525056
2001:db8::247,ff02::1:ff00:1,2,1.52826
2001:db8::1,2001:db8::247,11,7.617028
2001:db8::248,ff02::1:ff00:1,2,1.531045
2001:db8::1,2001:db8::248,11,7.525155
2001:db8::251,ff02::1:ff00:1,2,1.53035
2001:db8::1,2001:db8::251,11,7.524367
2001:db8::249,ff02::1:ff00:1,2,1.530289
2001:db8::1,2001:db8::249,12,8.585185
2001:db8::250,ff02::1:ff00:1,2,1.53016
2001:db8::1,2001:db8::250,11,7.524541
2001:db8::252,ff02::1:ff00:1,2,1.530111
2001:db8::1,2001:db8::252,11,7.524434
2001:db8::253,ff02::1:ff00:1,2,1.530063
2001:db8::1,2001:db8::253,11,7.524443
2001:db8::255,ff02::1:ff00:1,2,1.530068
2001:db8::1,2001:db8::255,12,8.584876
2001:db8::254,ff02::1:ff00:1,2,1.529924
2001:db8::1,2001:db8::254,11,7.524359
2001:db8::256,ff02::1:ff00:1,2,1.529839
2001:db8::1,2001:db8::256,12,8.586481
2001:db8::27,2001:db8::1,11,7.965741
2001:db8::26,2001:db8::1,10,7.974757
2001:db8::28,2001:db8::1,10,7.97448
2001:db8::29,2001:db8::1,10,7.977158
2001:db8::30,2001:db8::1,10,7.977316
2001:db8::31,2001:db8::1,10,7.831313
2001:db8::32,2001:db8::1,10,7.828159
2001:db8::33,2001:db8::1,10,7.82808
2001:db8::35,2001:db8::1,10,7.890275
2001:db8::36,2001:db8::1,10,7.888955
2001:db8::34,2001:db8::1,10,7.889166
2001:db8::39,2001:db8::1,10,7.888543
2001:db8::38,2001:db8::1,10,7.888935
2001:db8::37,2001:db8::1,10,7.88876
2001:db8::40,2001:db8::1,10,7.888577
2001:db8::41,2001:db8::1,10,7.883365
2001:db8::257,ff02::1:ff00:1,2,1.376726
2001:db8::1,2001:db8::257,12,8.433054
2001:db8::258,ff02::1:ff00:1,2,1.376682
2001:db8::1,2001:db8::258,12,8.396178
2001:db8::259,ff02::1:ff00:1,2,1.3738
2001:db8::1,2001:db8::259,12,8.459018
2001:db8::260,ff02::1:ff00:1,2,1.376647
2001:db8::1,2001:db8::260,12,8.396028
2001:db8::261,ff02::1:ff00:1,2,1.373759
2001:db8::1,2001:db8::261,12,8.458667
2001:db8::263,ff02::1:ff00:1,2,1.376539
2001:db8::1,2001:db8::263,12,8.399683
2001:db8::262,ff02::1:ff00:1,2,1.373632
2001:db8::1,2001:db8::262,12,8.522596
2001:db8::264,ff02::1:ff00:1,2,1.366395
2001:db8::1,2001:db8::264,12,8.522604
2001:db8::265,ff02::1:ff00:1,2,1.37645
2001:db8::1,2001:db8::265,12,8.39859
2001:db8::266,ff02::1:ff00:1,2,1.376524
2001:db8::1,2001:db8::266,12,8.398371
2001:db8::267,ff02::1:ff00:1,2,1.376502
2001:db8::1,2001:db8::267,12,8.39414
2001:db8::268,ff02::1:ff00:1,2,1.448415
2001:db8::1,2001:db8::268,12,8.458759
2001:db8::270,ff02::1:ff00:1,2,1.448393
2001:db8::1,2001:db8::270,12,8.394875
2001:db8::269,ff02::1:ff00:1,2,1.379987
2001:db8::1,2001:db8::269,12,8.458893
2001:db8::271,ff02::1:ff00:1,2,1.44836
2001:db8::1,2001:db8::271,12,8.523443
2001:db8::272,ff02::1:ff00:1,2,1.448244
2001:db8::1,2001:db8::272,12,8.397271
2001:db8::273,ff02::1:ff00:1,2,1.379939
2001:db8::1,2001:db8::273,12,8.39532
2001:db8::275,ff02::1:ff00:1,2,1.447952
2001:db8::1,2001:db8::275,12,8.458865
2001:db8::274,ff02::1:ff00:1,2,1.379907
2001:db8::1,2001:db8::274,12,8.399773
2001:db8::276,ff02::1:ff00:1,2,1.420065
2001:db8::1,2001:db8::276,12,8.458711
2001:db8::277,ff02::1:ff00:1,2,1.420043
2001:db8::1,2001:db8::277,12,8.397903
2001:db8::279,ff02::1:ff00:1,2,1.420022
2001:db8::1,2001:db8::279,12,8.522505
2001:db8::278,ff02::1:ff00:1,2,1.420002
2001:db8::1,2001:db8::278,12,8.396927
2001:db8::280,ff02::1:ff00:1,2,1.419981
2001:db8::1,2001:db8::280,12,8.398427
2001:db8::282,ff02::1:ff00:1,2,1.419888
2001:db8::1,2001:db8::282,12,8.397487
2001:db8::281,ff02::1:ff00:1,2,1.379744
2001:db8::1,2001:db8::281,12,8.458757
2001:db8::284,ff02::1:ff00:1,2,1.419851
2001:db8::1,2001:db8::284,12,8.394402
2001:db8::283,ff02::1:ff00:1,2,1.41983
2001:db8::1,2001:db8::283,12,8.396452
2001:db8::285,ff02::1:ff00:1,2,1.21566
2001:db8::1,2001:db8::285,12,8.230723
2001:db8::288,ff02::1:ff00:1,2,1.21536
2001:db8::1,2001:db8::288,12,8.235096
2001:db8::286,ff02::1:ff00:1,2,1.255406
2001:db8::1,2001:db8::286,12,8.294425
2001:db8::287,ff02::1:ff00:1,2,1.11408
2001:db8::1,2001:db8::287,12,8.132603
2001:db8::290,ff02::1:ff00:1,2,1.154087
2001:db8::1,2001:db8::290,12,8.13155
2001:db8::291,ff02::1:ff00:1,2,1.152947
2001:db8::1,2001:db8::291,12,8.130474
2001:db8::293,ff02::1:ff00:1,2,1.152895
2001:db8::1,2001:db8::293,12,8.191553
2001:db8::289,ff02::1:ff00:1,2,1.112767
2001:db8::1,2001:db8::289,12,8.255252
2001:db8::292,ff02::1:ff00:1,2,1.152832
2001:db8::1,2001:db8::292,12,8.127007
2001:db8::294,ff02::1:ff00:1,2,1.112724
2001:db8::1,2001:db8::294,12,8.191416
2001:db8::295,ff02::1:ff00:1,2,1.273375
2001:db8::1,2001:db8::295,12,8.384316
2001:db8::297,ff02::1:ff00:1,2,1.21886
2001:db8::1,2001:db8::297,12,8.191586
2001:db8::296,ff02::1:ff00:1,2,1.273332
2001:db8::1,2001:db8::296,12,8.385926
2001:db8::298,ff02::1:ff00:1,2,1.218818
2001:db8::1,2001:db8::298,12,8.25586
2001:db8::302,ff02::1:ff00:1,2,1.218789
2001:db8::1,2001:db8::302,15,8.192606
2001:db8::300,ff02::1:ff00:1,2,1.273277
2001:db8::1,2001:db8::300,12,8.256329
2001:db8::299,ff02::1:ff00:1,2,1.272357
2001:db8::1,2001:db8::299,12,8.255257
2001:db8::303,ff02::1:ff00:1,2,1.217745
2001:db8::1,2001:db8::303,15,8.254061
2001:db8::301,ff02::1:ff00:1,2,1.272214
2001:db8::1,2001:db8::301,12,8.255249
2001:db8::304,ff02::1:ff00:1,2,1.272177
2001:db8::1,2001:db8::304,15,8.254517
2001:db8::305,ff02::1:ff00:1,2,1.217658
2001:db8::1,2001:db8::305,15,8.254539
2001:db8::306,ff02::1:ff00:1,2,1.217544
2001:db8::1,2001:db8::306,15,8.255137
2001:db8::307,ff02::1:ff00:1,2,1.271985
2001:db8::1,2001:db8::307,15,8.255132
2001:db8::308,ff02::1:ff00:1,2,1.216801
2001:db8::1,2001:db8::308,15,8.254731
2001:db8::311,ff02::1:ff00:1,2,1.216751
2001:db8::1,2001:db8::311,15,8.253974
2001:db8::309,ff02::1:ff00:1,2,1.27122
2001:db8::1,2001:db8::309,15,8.253876
2001:db8::310,ff02::1:ff00:1,2,1.216523
2001:db8::1,2001:db8::310,15,8.253996
2001:db8::312,ff02::1:ff00:1,2,1.216958
2001:db8::1,2001:db8::312,15,8.253111
2001:db8::314,ff02::1:ff00:1,2,1.179131
2001:db8::1,2001:db8::314,15,8.190425
2001:db8::315,ff02::1:ff00:1,2,1.179103
2001:db8::1,2001:db8::315,15,8.253901
2001:db8::318,ff02::1:ff00:1,2,1.179076
2001:db8::1,2001:db8::318,15,8.253812
2001:db8::313,ff02::1:ff00:1,2,1.216862
2001:db8::1,2001:db8::313,15,8.253714
2001:db8::317,ff02::1:ff00:1,2,1.216704
2001:db8::1,2001:db8::317,15,8.255118
2001:db8::319,ff02::1:ff00:1,2,1.21626
2001:db8::1,2001:db8::319,15,8.253513
2001:db8::320,ff02::1:ff00:1,2,1.178566
2001:db8::1,2001:db8::320,15,8.191346
2001:db8::321,ff02::1:ff00:1,2,1.178543
2001:db8::1,2001:db8::321,15,8.254469
2001:db8::316,ff02::1:ff00:1,2,1.281815
2001:db8::1,2001:db8::316,15,8.381002
2001:db8::322,ff02::1:ff00:1,2,1.23558
2001:db8::1,2001:db8::322,15,8.273459
2001:db8::324,ff02::1:ff00:1,2,1.235509
2001:db8::1,2001:db8::324,15,8.273695
2001:db8::323,ff02::1:ff00:1,2,1.235656
2001:db8::1,2001:db8::323,15,8.334569
2001:db8::42,2001:db8::1,10,7.566253
2001:db8::43,2001:db8::1,10,7.566235
2001:db8::45,2001:db8::1,10,7.566723
2001:db8::44,2001:db8::1,10,7.566322
2001:db8::47,2001:db8::1,10,7.507906
2001:db8::46,2001:db8::1,10,7.566205
2001:db8::48,2001:db8::1,10,7.566899
2001:db8::49,2001:db8::1,10,7.565845
2001:db8::50,2001:db8::1,10,7.567099
2001:db8::51,2001:db8::1,10,7.566186
2001:db8::54,2001:db8::1,10,7.505488
2001:db8::52,2001:db8::1,10,7.566166
2001:db8::53,2001:db8::1,10,7.566171
2001:db8::55,2001:db8::1,10,7.566992
2001:db8::56,2001:db8::1,10,7.56681
2001:db8::57,2001:db8::1,10,7.566053
2001:db8::58,2001:db8::1,10,7.537675
2001:db8::59,2001:db8::1,10,7.601226
2001:db8::325,ff02::1:ff00:1,2,1.205914
2001:db8::1,2001:db8::325,15,8.277565
2001:db8::326,ff02::1:ff00:1,2,1.20604
2001:db8::1,2001:db8::326,15,8.305805
2001:db8::329,ff02::1:ff00:1,2,1.205627
2001:db8::1,2001:db8::329,12,8.305078
2001:db8::327,ff02::1:ff00:1,2,1.205444
2001:db8::1,2001:db8::327,12,8.305525
2001:db8::330,ff02::1:ff00:1,2,1.205409
2001:db8::1,2001:db8::330,12,8.244034
2001:db8::328,ff02::1:ff00:1,2,1.205374
2001:db8::1,2001:db8::328,12,8.243898
2001:db8::331,ff02::1:ff00:1,2,1.205535
2001:db8::1,2001:db8::331,12,8.304653
2001:db8::332,ff02::1:ff00:1,2,1.205328
2001:db8::1,2001:db8::332,12,8.242956
2001:db8::333,ff02::1:ff00:1,2,1.205295
2001:db8::1,2001:db8::333,12,8.243377
2001:db8::337,ff02::1:ff00:1,2,1.20525
2001:db8::1,2001:db8::337,12,8.177258
2001:db8::335,ff02::1:ff00:1,2,1.205456
2001:db8::1,2001:db8::335,12,8.178331
2001:db8::334,ff02::1:ff00:1,2,1.205421
2001:db8::1,2001:db8::334,12,8.177655
2001:db8::336,ff02::1:ff00:1,2,1.205786
2001:db8::1,2001:db8::336,12,8.30527
2001:db8::338,ff02::1:ff00:1,2,1.205742
2001:db8::1,2001:db8::338,12,8.305416
2001:db8::339,ff02::1:ff00:1,2,1.205358
2001:db8::1,2001:db8::339,12,8.307298
2001:db8::340,ff02::1:ff00:1,2,1.205418
2001:db8::1,2001:db8::340,12,8.304593
2001:db8::341,ff02::1:ff00:1,2,1.205237
2001:db8::1,2001:db8::341,12,8.177337
2001:db8::342,ff02::1:ff00:1,2,1.215643
2001:db8::1,2001:db8::342,12,8.242788
2001:db8::343,ff02::1:ff00:1,2,1.218895
2001:db8::1,2001:db8::343,12,8.304767
2001:db8::345,ff02::1:ff00:1,2,1.218987
2001:db8::1,2001:db8::345,12,8.305928
2001:db8::344,ff02::1:ff00:1,2,1.218949
2001:db8::1,2001:db8::344,12,8.304241
2001:db8::347,ff02::1:ff00:1,2,1.218917
2001:db8::1,2001:db8::347,12,8.304377
2001:db8::346,ff02::1:ff00:1,2,1.218801
2001:db8::1,2001:db8::346,12,8.304095
2001:db8::348,ff02::1:ff00:1,2,1.218873
2001:db8::1,2001:db8::348,12,8.304338
2001:db8::349,ff02::1:ff00:1,2,1.189799
2001:db8::1,2001:db8::349,12,8.2768
2001:db8::350,ff02::1:ff00:1,2,1.189731
2001:db8::1,2001:db8::350,12,8.275074
2001:db8::352,ff02::1:ff00:1,2,1.189701
2001:db8::1,2001:db8::352,12,8.274908
2001:db8::351,ff02::1:ff00:1,2,1.189619
2001:db8::1,2001:db8::351,12,8.213936
2001:db8::353,ff02::1:ff00:1,2,1.189592
2001:db8::1,2001:db8::353,12,8.274964
2001:db8::354,ff02::1:ff00:1,2,1.189643
2001:db8::1,2001:db8::354,12,8.275308
2001:db8::356,ff02::1:ff00:1,2,1.189615
2001:db8::1,2001:db8::356,12,8.27504
2001:db8::355,ff02::1:ff00:1,3,1.583069
2001:db8::1,2001:db8::355,13,8.277762
2001:db8::357,ff02::1:ff00:1,3,1.575619
2001:db8::1,2001:db8::357,13,8.275151
2001:db8::359,ff02::1:ff00:1,3,1.57909
2001:db8::1,2001:db8::359,13,8.277668
2001:db8::358,ff02::1:ff00:1,3,1.579101
2001:db8::1,2001:db8::358,13,8.277846
2001:db8::361,ff02::1:ff00:1,3,1.579102
2001:db8::1,2001:db8::361,13,8.275096
2001:db8::360,ff02::1:ff00:1,3,1.575603
2001:db8::1,2001:db8::360,13,8.274985
2001:db8::363,ff02::1:ff00:1,2,1.189784
2001:db8::1,2001:db8::363,12,8.339468
2001:db8::364,ff02::1:ff00:1,2,1.189757
2001:db8::1,2001:db8::364,12,8.403792
2001:db8::362,ff02::1:ff00:1,2,1.1966
2001:db8::1,2001:db8::362,12,8.338637
2001:db8::365,ff02::1:ff00:1,2,1.189712
2001:db8::1,2001:db8::365,12,8.405505
2001:db8::367,ff02::1:ff00:1,2,1.189687
2001:db8::1,2001:db8::367,12,8.404889
2001:db8::366,ff02::1:ff00:1,2,1.18966
2001:db8::1,2001:db8::366,12,8.40556
2001:db8::369,ff02::1:ff00:1,2,1.189632
2001:db8::1,2001:db8::369,12,8.338639
2001:db8::370,ff02::1:ff00:1,2,1.189606
2001:db8::1,2001:db8::370,12,8.404972
2001:db8::368,ff02::1:ff00:1,2,1.196341
2001:db8::1,2001:db8::368,12,8.338857
